INSERT INTO public.user (user_id, username, user_password, user_type,first_name,last_name,contact_number) VALUES (1, '20240001', 'daltonstainburn', 'PATIENT', 'alfred','cruz', '09197765432');
INSERT INTO public.user (user_id, username, user_password, user_type,first_name,last_name,contact_number) VALUES (2, '20240002', 'juanacrenshaw', 'PATIENT', 'john','cruz', '09197765432');
INSERT INTO public.user (user_id, username, user_password, user_type,first_name,last_name,contact_number) VALUES (3, '20240003', 'hedvigeharbottle', 'PATIENT', 'anna','cruz', '09197765432');
INSERT INTO public.user (user_id, username, user_password, user_type,first_name,last_name,contact_number) VALUES (4, '20240004', 'donnellnicolson', 'PATIENT', 'kim','cruz', '09197765432');
INSERT INTO public.user (user_id, username, user_password, user_type,first_name,last_name,contact_number) VALUES (5, '20240005', 'ashleighryhorovich', 'PATIENT', 'keith','cruz', '09197765432');



INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (1, '20240001', 'daltonstainburn', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (440, '20240440', 'alvirabrewett', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (441, '20240441', 'donaikin', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (442, '20240442', 'ettyrippon', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (443, '20240443', 'eldredgewapplington', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (444, '20240444', 'judiechallie', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (445, '20240445', 'nicolmaddigan', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (446, '20240446', 'kathydailey', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (447, '20240447', 'loupaternoster', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (448, '20240448', 'billymacy', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (449, '20240449', 'renardgounel', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (450, '20240450', 'aarenposen', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (451, '20240451', 'sheridanjayume', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (452, '20240452', 'nyeburnup', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (453, '20240453', 'granthambrindley', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (454, '20240454', 'christieoreagan', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (455, '20240455', 'hazepaver', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (456, '20240456', 'ryanblackney', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (457, '20240457', 'danettechilvers', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (458, '20240458', 'greerloveard', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (459, '20240459', 'atlantafellgett', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (460, '20240460', 'ceciliusgedge', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (461, '20240461', 'katherinesepey', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (462, '20240462', 'margarettaslack', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (463, '20240463', 'davinafrye', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (464, '20240464', 'walliesemonin', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (465, '20240465', 'ardysgoodenough', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (466, '20240466', 'sidoniaperkis', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (467, '20240467', 'dukeveldman', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (468, '20240468', 'kevburd', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (469, '20240469', 'addapanswick', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (470, '20240470', 'lilpetronis', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (471, '20240471', 'chloebebis', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (472, '20240472', 'wainbamell', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (473, '20240473', 'lottyjohantges', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (474, '20240474', 'lineasandifer', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (475, '20240475', 'allegrajaneway', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (476, '20240476', 'murdockflori', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (477, '20240477', 'moniquerevett', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (478, '20240478', 'blanchaphipps', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (479, '20240479', 'alonling', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (480, '20240480', 'teenasamuel', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (481, '20240481', 'ronnyvassel', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (482, '20240482', 'evangelinascase', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (483, '20240483', 'cyndeomurtagh', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (484, '20240484', 'dreiremonger', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (485, '20240485', 'benjamencourson', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (486, '20240486', 'cordiekunzel', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (487, '20240487', 'rodacrang', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (488, '20240488', 'leenacrusham', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (489, '20240489', 'coreenkettley', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (490, '20240490', 'meganwhifen', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (491, '20240491', 'jeraldtully', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (492, '20240492', 'mathewyeowell', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (493, '20240493', 'randsheerman', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (494, '20240494', 'berkjursch', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (495, '20240495', 'carlieoduilleain', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (496, '20240496', 'vonveltman', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (497, '20240497', 'carsonfrain', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (498, '20240498', 'cyriltomkinson', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (499, '20240499', 'abramblaydes', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (500, '20240500', 'salomonmichelotti', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (501, '20240501', 'damianobuckham', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (502, '20240502', 'roxythewless', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (503, '20240503', 'wiltschimmang', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (504, '20240504', 'veroniquesabine', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (505, '20240505', 'karinlukins', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (506, '20240506', 'daiseyswain', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (507, '20240507', 'artepetken', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (508, '20240508', 'micahfoffano', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (509, '20240509', 'bardweymouth', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (510, '20240510', 'feodorajulian', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (511, '20240511', 'amberlylawlor', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (512, '20240512', 'maurisehartless', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (513, '20240513', 'jasminmcconigal', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (514, '20240514', 'hobieluckett', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (515, '20240515', 'sandrachristoffersen', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (516, '20240516', 'shelamelvin', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (517, '20240517', 'sheffieldhellwig', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (518, '20240518', 'ailinawolstenholme', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (519, '20240519', 'isakthal', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (520, '20240520', 'saudragalero', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (521, '20240521', 'wynnecastellone', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (522, '20240522', 'jaynellpringle', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (523, '20240523', 'umbertovenny', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (524, '20240524', 'adelbertarkin', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (525, '20240525', 'tobiedowdall', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (526, '20240526', 'peytermcalees', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (527, '20240527', 'millbleasby', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (528, '20240528', 'sonnisalvage', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (529, '20240529', 'yevetteshelf', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (530, '20240530', 'margotleil', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (531, '20240531', 'chrismeddemmen', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (532, '20240532', 'ambyfishburn', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (533, '20240533', 'codicowdery', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (534, '20240534', 'beltutin', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (535, '20240535', 'mikelinnit', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (536, '20240536', 'frantselfitt', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (537, '20240537', 'anitavan der weedenburg', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (538, '20240538', 'renatecrimp', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (539, '20240539', 'baudoinblackey', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (540, '20240540', 'jolyclines', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (541, '20240541', 'costabrash', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (542, '20240542', 'claybornhasling', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (543, '20240543', 'ethelbertandreutti', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (544, '20240544', 'isabellaodowling', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (545, '20240545', 'yehuditmanuel', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (546, '20240546', 'debbyhinzer', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (547, '20240547', 'doythams', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (548, '20240548', 'natjery', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (549, '20240549', 'salomipakeman', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (550, '20240550', 'vinagreim', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (551, '20240551', 'gawenmckeown', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (552, '20240552', 'tawnyacoulton', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (553, '20240553', 'venitaschruyer', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (554, '20240554', 'dudorvis', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (555, '20240555', 'garaldelvidge', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (556, '20240556', 'shirleyputnam', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (557, '20240557', 'vidovikzavattiero', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (558, '20240558', 'randellboustred', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (559, '20240559', 'allenestaner', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (560, '20240560', 'rolfejoffe', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (561, '20240561', 'sarahtuckett', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (562, '20240562', 'gearaltmalim', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (563, '20240563', 'rupertmilesap', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (564, '20240564', 'brokvasilic', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (565, '20240565', 'thebaultfowells', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (566, '20240566', 'ebabridgewater', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (567, '20240567', 'carmelbuick', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (568, '20240568', 'hendrikdennistoun', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (569, '20240569', 'giacopokupec', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (570, '20240570', 'naninegeorger', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (571, '20240571', 'nicolaiizakoff', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (572, '20240572', 'rubiaspilsburie', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (573, '20240573', 'dollhedgecock', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (574, '20240574', 'jorganbointon', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (575, '20240575', 'dennetwhittington', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (576, '20240576', 'tiffaniemilksop', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (577, '20240577', 'brokphinn', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (578, '20240578', 'megthurske', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (579, '20240579', 'bevcaldaro', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (580, '20240580', 'skellcaiger', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (581, '20240581', 'desmondcridge', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (582, '20240582', 'hilleryschooley', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (583, '20240583', 'karryaldersea', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (584, '20240584', 'madonnagilligan', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (585, '20240585', 'theobaldleisman', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (586, '20240586', 'jeanmarkos', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (587, '20240587', 'denifyndon', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (588, '20240588', 'winnieavory', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (589, '20240589', 'floriewolstencroft', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (590, '20240590', 'horacedupree', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (591, '20240591', 'austindriver', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (592, '20240592', 'gilbertabrooksbank', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (593, '20240593', 'albrechtbudik', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (594, '20240594', 'cosmeclout', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (595, '20240595', 'aubertaguitonneau', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (596, '20240596', 'torecatherick', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (597, '20240597', 'florrybroy', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (598, '20240598', 'patienceheineken', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (599, '20240599', 'nevinswinger', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (600, '20240600', 'kevinkynman', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (601, '20240601', 'yolandegorst', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (602, '20240602', 'errollshear', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (603, '20240603', 'donnybrunskill', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (604, '20240604', 'edithcressor', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (605, '20240605', 'warrenmolesworth', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (606, '20240606', 'gilbertspencook', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (607, '20240607', 'margobarclay', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (608, '20240608', 'omeroleates', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (609, '20240609', 'ashleighpree', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (610, '20240610', 'deneprobbings', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (611, '20240611', 'wyndhamosullivan', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (612, '20240612', 'joannewinsborrow', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (613, '20240613', 'niccolofurmedge', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (614, '20240614', 'valgrimmert', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (615, '20240615', 'feliciokrier', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (616, '20240616', 'lorenzaalton', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (617, '20240617', 'wittieparvin', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (618, '20240618', 'ranaflux', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (619, '20240619', 'alanpopham', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (620, '20240620', 'noamcrann', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (621, '20240621', 'gusssundin', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (622, '20240622', 'mercycoughlan', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (623, '20240623', 'staciaironside', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (624, '20240624', 'inaflecknell', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (625, '20240625', 'donnycoull', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (626, '20240626', 'farrasommersett', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (627, '20240627', 'bernagardiner', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (628, '20240628', 'ettajanuszewski', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (629, '20240629', 'ruthibaddam', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (630, '20240630', 'amoryboneham', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (631, '20240631', 'abbyebrader', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (632, '20240632', 'gussielewinton', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (633, '20240633', 'brigittematyja', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (634, '20240634', 'edwinacampione', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (635, '20240635', 'kaneoneal', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (636, '20240636', 'sonjaemmer', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (637, '20240637', 'silvesterpreedy', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (638, '20240638', 'antindreelan', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (639, '20240639', 'blanejohantges', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (640, '20240640', 'bentcapewell', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (641, '20240641', 'jacindajerome', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (642, '20240642', 'leoracankett', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (643, '20240643', 'tamarhonatsch', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (644, '20240644', 'ashbeyplastow', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (645, '20240645', 'timmidarlaston', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (646, '20240646', 'grisselgehricke', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (647, '20240647', 'alwinlillie', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (648, '20240648', 'alfonsangerstein', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (649, '20240649', 'tempharden', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (650, '20240650', 'berrijurries', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (651, '20240651', 'chuckcoombs', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (652, '20240652', 'helainamapp', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (653, '20240653', 'wynnyseagood', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (654, '20240654', 'reginaldjaggers', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (655, '20240655', 'fritzsanti', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (656, '20240656', 'wilfridriveles', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (657, '20240657', 'daiseystork', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (658, '20240658', 'nicoladungee', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (659, '20240659', 'rafapenella', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (660, '20240660', 'katacruise', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (661, '20240661', 'norrimattosoff', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (662, '20240662', 'nydiaizod', 'PATIENT');
INSERT INTO registrydatabase.user (user_id, username, user_password, user_role) VALUES (663, '20240663', 'damianjerson', 'PATIENT');
